date,delay,distance,origin,destination
01081500,-5,239,HOU,DAL
01081500,0,361,OAK,ONT
01081500,10,697,SJC,SEA
01081500,12,197,ONT,LAS
01081500,12,487,LAS,ABQ
01081500,15,325,OAK,BUR
01081500,2,370,PHX,LAX
01081500,4,188,RNO,SJC
01081500,62,616,MCO,BNA
01081500,8,496,ELP,SAT
01081502,14,288,BWI,ALB
01081504,0,1588,LAS,BNA
01081504,53,495,BWI,SDF
01081505,-2,296,LIT,DAL
01081505,-4,1044,PHX,MCI
01081505,-5,291,SLC,BOI
01081505,-7,1034,ISP,TPA
01081505,-9,284,CMH,MDW
01081505,-9,447,SAN,SFO
01081505,0,319,MAF,DAL
01081505,0,365,LAS,TUS
01081505,0,550,MSY,MCO
01081505,3,407,LAS,OAK
01081505,5,148,HOU,AUS
01081509,-3,258,SAN,LAS
01081510,-2,446,OAK,SAN
01081510,-3,345,RNO,LAS
01081510,-5,178,MCO,FLL
01081510,-5,276,HRL,HOU
01081510,-6,342,SNA,SJC
01081510,0,842,MDW,PVD
01081510,0,888,BWI,JAN
01081510,5,197,FLL,TPA
01081510,5,410,STL,CMH
01081512,-2,293,LBB,DAL
01081512,10,842,BWI,TPA
01081512,25,345,LAS,RNO
01081513,14,188,SJC,RNO
01081515,-1,677,HOU,ELP
01081515,-2,187,CRP,HOU
01081515,-2,254,STL,SDF
01081515,-2,324,DAL,AMA
01081515,-20,1156,STL,SLC
01081515,-5,256,PHX,LAS
01081515,-7,395,MDW,BNA
01081515,-9,405,MDW,MCI
01081515,2,236,LAX,LAS
01081515,4,187,HOU,CRP
01081515,60,1262,PHX,STL
01081515,7,229,STL,IND
01081519,9,251,MDW,STL
01081520,-10,386,LAS,SJC
01081520,-12,377,BWI,MHT
01081520,-13,1521,MDW,LAS
01081520,-14,796,MAF,LAS
01081520,-5,254,SDF,STL
01081520,-5,543,PDX,OAK
01081520,-9,487,ABQ,LAS
01081520,0,453,HOU,TUL
01081520,0,880,MCO,STL
01081520,49,370,LAX,PHX
01081522,3,248,SAT,DAL
01081523,17,843,PHX,SAT
01081523,3,1912,PHX,BUF
01081524,105,178,FLL,MCO
01081524,25,229,IND,STL
01081525,-4,368,SLC,LAS
01081525,10,325,OAK,BUR
01081525,5,671,OAK,SEA
01081525,7,564,SEA,RNO
01081528,2,843,SAT,PHX
01081529,3,1670,ABQ,BWI
01081529,42,1246,HOU,BWI
01081530,-11,237,STL,MCI
01081530,-2,321,BHM,MSY
01081530,-3,239,HOU,DAL
01081530,-5,220,ISP,BWI
01081530,-7,239,DAL,HOU
01081530,0,621,SJC,PHX
01081530,14,369,BUR,PHX
01081530,17,417,SJC,SAN
01081530,2,580,DAL,ABQ
01081530,3,405,MCI,MDW
01081530,7,1262,STL,PHX
01081532,0,314,BWI,CLE
01081533,12,370,LAX,PHX
01081535,-13,651,SFO,PHX
01081535,-25,687,STL,HOU
01081535,-7,361,ONT,OAK
01081535,-8,237,TUL,DAL
01081535,3,419,HOU,OKC
01081535,4,256,LAS,PHX
01081535,7,687,HOU,STL
01081536,25,328,ABQ,PHX
01081537,22,296,DAL,LIT
01081537,22,303,HOU,MSY
01081538,20,515,IND,BWI
01081539,-1,162,IND,MDW
01081540,-13,611,BWI,MDW
01081540,-2,148,AUS,HOU
01081540,-3,1009,PDX,PHX
01081540,-3,520,BOI,LAS
01081540,-5,590,LAX,SLC
01081540,-6,229,MDW,DTW
01081540,-7,223,LAS,BUR
01081540,0,347,PHX,ELP
01081540,10,308,SJC,LAX
01081540,21,1797,LAX,BNA
01081540,7,283,BDL,BWI
01081544,42,337,LAX,OAK
01081544,9,197,TPA,FLL
01081545,-1,447,SFO,SAN
01081545,-19,1099,OMA,LAS
01081545,-2,507,PHX,SLC
01081545,-3,303,HOU,MSY
01081545,-4,189,DAL,AUS
01081545,-4,377,MHT,BWI
01081545,-5,307,MDW,CLE
01081545,0,328,PVD,BWI
01081545,17,258,LAS,SAN
01081545,5,324,AMA,DAL
01081550,-10,271,MDW,SDF
01081550,-2,495,SDF,BWI
01081550,-4,224,SEA,GEG
01081550,-5,319,DAL,MAF
01081550,-5,588,BNA,BWI
01081550,-9,371,OAK,SNA
01081550,0,162,MDW,IND
01081550,0,223,BUR,LAS
01081550,17,337,LAX,OAK
01081550,21,236,LAX,LAS
01081550,3,251,STL,MDW
01081550,7,407,OAK,LAS
01081553,25,993,MCO,AUS
01081554,18,217,DAL,IAH
01081554,6,2237,LAS,ALB
01081555,-10,328,BWI,PVD
01081555,-11,236,LAS,LAX
01081555,-14,487,CLE,STL
01081555,-4,276,HRL,HOU
01081555,-6,325,OAK,BUR
01081555,1,338,CMH,BNA
01081555,12,666,MDW,JAN
01081556,11,321,TUS,ABQ
01081557,13,347,ELP,PHX
01081557,14,872,PHX,AUS
01081558,52,423,OMA,MDW
01081600,-10,443,RDU,BNA
01081600,-19,1618,BHM,LAS
01081600,-2,189,AUS,DAL
01081600,-2,304,SAN,PHX
01081600,-3,192,HOU,SAT
01081600,-3,289,ABQ,LBB
01081600,-4,248,SAT,DAL
01081600,-5,318,JAX,FLL
01081600,-9,580,ABQ,DAL
01081600,0,251,MDW,STL
01081600,0,256,PHX,LAS
01081600,1,303,MSY,HOU
01081600,14,451,LAX,TUS
01081600,2,239,DAL,HOU
01081600,30,337,LAX,OAK
01081600,64,197,LAS,ONT
01081600,8,258,LAS,SAN
01081602,36,337,OAK,LAX
01081605,-1,229,DTW,MDW
01081605,-13,663,JAX,BWI
01081605,-17,765,ISP,MDW
01081605,-3,479,PDX,SMF
01081605,-7,1262,STL,PHX
01081605,-7,570,BHM,HOU
01081605,-8,833,OKC,PHX
01081605,13,258,SAN,LAS
01081605,2,239,HOU,DAL
01081605,3,237,DAL,TUL
01081605,3,237,MCI,STL
01081605,7,507,SLC,PHX
01081605,9,564,SEA,RNO
01081607,15,446,SAN,OAK
01081609,-3,833,PHX,OKC
01081609,13,325,PHX,ONT
01081610,-10,397,LAS,SMF
01081610,-12,287,BOI,GEG
01081610,-16,611,MDW,BWI
01081610,-17,1363,MCI,LAX
01081610,-2,197,TPA,FLL
01081610,0,361,OAK,ONT
01081610,0,446,OAK,SAN
01081610,2,341,AUS,LBB
01081610,2,471,BNA,MSY
01081610,5,358,BUR,SMF
01081612,0,319,MAF,DAL
01081614,3,178,MCO,FLL
01081615,-2,419,OKC,HOU
01081615,-3,239,HOU,DAL
01081615,-3,935,TUL,PHX
01081615,-5,148,HOU,AUS
01081615,-5,281,BWI,BUF
01081615,0,480,SMF,SAN
01081615,1,304,PHX,SAN
01081615,12,296,SJC,BUR
01081615,12,308,LAX,SJC
01081615,2,288,ALB,BWI
01081615,25,590,SLC,LAX
01081615,8,337,OAK,LAX
01081616,99,254,STL,SDF
01081617,17,448,BNA,CLE
01081617,52,479,SMF,PDX
01081620,-2,308,SJC,LAX
01081620,-2,630,PDX,SLC
01081620,-5,395,BNA,MDW
01081620,0,1020,HOU,PHX
01081620,0,187,CRP,HOU
01081620,0,296,BUR,SJC
01081620,12,1987,LAS,BUF
01081620,20,405,MCI,MDW
01081620,29,318,FLL,JAX
01081620,50,1363,LAX,MCI
01081622,57,491,BNA,MCI
01081622,7,1140,LAS,MCI
01081623,8,487,TPA,MSY
01081623,8,569,SJC,PDX
01081624,19,345,LAS,RNO
01081624,7,303,HOU,MSY
01081625,-10,423,MDW,OMA
01081625,-12,570,MDW,BHM
01081625,-14,907,PVD,BNA
01081625,-16,714,ELP,LAX
01081625,-3,192,SAT,HOU
01081625,-5,437,DAL,MSY
01081625,0,2277,PHX,PVD
01081625,0,371,SNA,OAK
01081625,0,440,DTW,STL
01081625,0,803,ISP,BNA
01081625,1,248,DAL,SAT
01081625,10,351,TUL,STL
01081625,18,440,STL,DTW
01081625,5,178,FLL,MCO
01081625,8,236,LAS,LAX
01081626,1,1448,PHX,BNA
01081628,8,447,SAN,SFO
01081630,-10,284,CMH,MDW
01081630,-21,1797,BNA,LAX
01081630,-3,239,DAL,HOU
01081630,-3,358,SMF,BUR
01081630,-6,239,HOU,DAL
01081630,-7,189,DAL,AUS
01081630,-7,344,BOI,PDX
01081630,14,588,BWI,BNA
01081630,20,1210,LAX,SAT
01081630,29,328,ABQ,PHX
01081630,4,256,LAS,PHX
01081630,5,838,TPA,IND
01081630,76,373,SMF,LAX
01081630,8,1072,MCO,MCI
01081632,1,687,STL,HOU
01081632,12,188,RNO,SJC
01081632,30,370,PHX,LAX
01081633,5,361,ONT,OAK
01081634,16,989,MCO,MDW
01081634,34,616,MCO,BNA
01081634,35,328,PHX,ABQ
01081635,-10,580,DAL,ABQ
01081635,-15,405,MDW,MCI
01081635,-15,718,MCI,ABQ
01081635,-2,296,DAL,LIT
01081635,-22,647,PHX,SMF
01081635,-3,255,BWI,RDU
01081635,-30,937,MDW,HOU
01081635,-4,670,HOU,BNA
01081635,-5,325,BUR,OAK
01081635,0,325,ONT,PHX
01081635,0,437,MSY,DAL
01081635,2,287,GEG,BOI
01081636,20,386,SJC,LAS
01081637,20,550,MCO,MSY
01081638,7,972,TPA,SAT
01081640,-10,324,AMA,DAL
01081640,-11,677,ABQ,LAX
01081640,-5,325,OAK,BUR
01081640,-5,632,RDU,MDW
01081640,-7,368,LAS,SLC
01081640,2,1020,PHX,HOU
01081640,31,345,RNO,LAS
01081640,8,448,CLE,BNA
01081642,3,296,LIT,STL
01081644,13,1235,LAS,HOU
01081645,-12,628,SAN,ABQ
01081645,-12,687,HOU,STL
01081645,-2,324,DAL,AMA
01081645,-5,293,DAL,LBB
01081645,-5,756,AUS,BNA
01081645,12,1552,MCO,ABQ
01081645,13,223,LAS,BUR
01081645,16,925,BWI,FLL
01081645,20,487,STL,CLE
01081645,4,197,LAS,ONT
01081645,77,534,MCO,RDU
01081647,14,321,MSY,BHM
01081648,39,389,SMF,ONT
01081650,-3,258,SAN,LAS
01081650,-7,441,HOU,MAF
01081650,0,342,SJC,SNA
01081655,-6,670,BNA,HOU
01081655,-7,446,OAK,SAN
01081655,10,321,BHM,MSY
01081655,17,256,PHX,LAS
01081657,37,1999,PHX,BWI
01081658,38,451,TUS,LAX
01081659,3,1262,PHX,STL
01081700,-1,197,FLL,TPA
01081700,-1,333,SJC,ONT
01081700,-11,543,PDX,OAK
01081700,-15,405,MDW,MCI
01081700,-15,737,BWI,STL
01081700,-2,303,MSY,HOU
01081700,-2,337,OAK,LAX
01081700,-21,689,SLC,SEA
01081700,-4,762,PDX,LAS
01081700,-5,148,HOU,AUS
01081700,-5,237,MCI,STL
01081700,-5,237,STL,MCI
01081700,-5,239,HOU,DAL
01081700,-5,511,BOI,OAK
01081700,-5,562,DAL,ELP
01081700,-8,443,BNA,RDU
01081700,-8,528,AUS,ELP
01081700,-9,251,STL,MDW
01081700,0,148,AUS,HOU
01081700,0,220,BWI,ISP
01081700,0,239,DAL,HOU
01081700,0,359,JAN,HOU
01081700,12,236,LAS,LAX
01081700,13,1624,SDF,LAS
01081700,13,192,SAT,HOU
01081700,3,370,PHX,LAX
01081700,6,447,SFO,SAN
01081704,-1,677,ELP,HOU
01081705,-10,108,ISP,PVD
01081705,-15,251,MDW,STL
01081705,-3,337,LAX,OAK
01081705,-5,1156,SLC,STL
01081705,-5,358,BUR,SMF
01081705,-5,588,BWI,BNA
01081705,-6,192,HOU,SAT
01081705,0,718,ABQ,MCI
01081705,1,308,SJC,LAX
01081705,10,390,LAX,RNO
01081705,5,377,MHT,BWI
01081705,5,397,SMF,LAS
01081710,-10,570,HOU,BHM
01081710,-14,365,BHM,JAX
01081710,-2,935,PHX,TUL
01081710,-3,224,GEG,SEA
01081710,-3,237,TUL,DAL
01081710,-40,1772,CMH,LAS
01081710,-5,248,DAL,SAT
01081710,-5,248,SAT,DAL
01081710,-5,307,CLE,MDW
01081710,-9,321,MSY,BHM
01081710,0,1044,MCI,PHX
01081710,0,256,LAS,PHX
01081710,1,181,DAL,OKC
01081710,14,325,PHX,ONT
01081710,4,457,DTW,BNA
01081712,6,377,BWI,MHT
01081712,8,217,IAH,DAL
01081713,0,162,IND,MDW
01081714,41,180,OAK,RNO
01081715,-10,934,ABQ,STL
01081715,-2,319,MAF,DAL
01081715,-2,342,STL,OMA
01081715,-6,325,BUR,OAK
01081715,-8,239,HOU,DAL
01081715,0,187,HOU,CRP
01081715,0,313,OKC,MCI
01081715,10,189,DAL,AUS
01081715,12,345,RNO,LAS
01081715,3,239,DAL,HOU
01081715,5,671,OAK,SEA
01081715,61,197,ONT,LAS
01081720,-10,697,SEA,SJC
01081720,-4,283,BWI,BDL
01081720,-7,718,MCO,SDF
01081720,15,223,TUL,MCI
01081720,16,480,SAN,SMF
01081720,18,1099,LAS,OMA
01081720,18,370,LAX,PHX
01081720,2,405,MCI,MDW
01081720,7,651,PHX,SFO
01081725,-20,1497,ABQ,TPA
01081725,-23,934,STL,ABQ
01081725,-4,189,AUS,DAL
01081725,-6,283,BDL,BWI
01081725,-7,303,MSY,HOU
01081725,-8,296,STL,LIT
01081725,12,361,OAK,ONT
01081725,22,295,ELP,LBB
01081725,26,417,SAN,SJC
01081725,29,636,ELP,SAN
01081725,5,256,PHX,LAS
01081725,5,328,BWI,PVD
01081728,-6,229,IND,STL
01081728,13,543,OAK,PDX
01081729,8,520,LAS,BOI
01081730,-1,342,SNA,SJC
01081730,-13,647,SMF,PHX
01081730,-17,842,PVD,MDW
01081730,-4,303,HOU,MSY
01081730,-5,239,DAL,HOU
01081730,-8,220,ISP,BWI
01081730,-8,682,BWI,BHM
01081730,0,239,HOU,DAL
01081730,0,370,LAX,PHX
01081730,3,258,SAN,LAS
01081730,5,368,SLC,LAS
01081730,9,291,BOI,SLC
01081735,-10,671,SEA,OAK
01081735,-2,880,STL,MCO
01081735,-5,296,LIT,DAL
01081735,-5,319,DAL,MAF
01081735,-5,407,LAS,OAK
01081735,-5,904,MCI,RDU
01081735,-6,271,SDF,MDW
01081735,-8,318,FLL,JAX
01081735,0,295,LBB,ELP
01081735,14,471,BNA,MSY
01081735,2,759,HOU,ABQ
01081735,38,308,LAX,SJC
01081735,40,423,OMA,MDW
01081735,5,515,BWI,IND
01081736,27,484,JAX,BNA
01081737,2,325,PHX,ONT
01081737,22,284,MDW,CMH
01081739,-1,296,BUR,SJC
01081740,-1,248,SAT,DAL
01081740,-20,1099,OMA,LAS
01081740,-4,367,TUS,SAN
01081740,-6,197,TPA,FLL
01081740,1,328,PVD,BWI
01081740,1,487,MSY,TPA
01081740,10,842,BWI,TPA
01081740,12,178,FLL,MCO
01081740,13,842,MDW,PVD
01081740,6,446,SAN,OAK
01081740,7,1521,LAS,MDW
01081740,7,229,MDW,DTW
01081742,25,307,MDW,CLE
01081745,-10,587,JAN,MCO
01081745,-18,2106,BWI,LAS
01081745,-2,389,ONT,SMF
01081745,-20,967,BWI,MCI
01081745,-6,197,FLL,TPA
01081745,-7,1235,LAS,HOU
01081745,-9,410,CMH,STL
01081745,0,237,STL,MCI
01081745,0,251,STL,MDW
01081745,0,328,BWI,PVD
01081745,1,281,BUF,BWI
01081745,10,288,BWI,ALB
01081745,10,308,SJC,LAX
01081745,3,1588,BNA,LAS
01081745,3,337,OAK,LAX
01081745,5,192,SAT,HOU
01081745,7,296,SJC,BUR
01081745,8,787,BWI,MCO
01081749,31,457,BNA,DTW
01081750,-5,223,ELP,ABQ
01081750,-9,588,SLC,OAK
01081750,0,304,PHX,SAN
01081750,0,358,SMF,BUR
01081750,32,373,LAX,SMF
01081750,32,550,MSY,MCO
01081750,38,328,PHX,ABQ
01081750,5,276,HOU,HRL
01081752,-18,1848,PHX,MCO
01081752,36,277,ABQ,AMA
01081753,13,417,SJC,SAN
01081753,5,328,ABQ,PHX
01081754,57,395,MDW,BNA
01081754,6,787,MCO,BWI
01081755,-10,1034,TPA,ISP
01081755,-2,304,SAN,PHX
01081755,-4,237,DAL,TUL
01081755,0,347,ELP,PHX
01081755,38,279,PDX,GEG
01081755,6,223,ABQ,ELP
01081756,6,677,LAX,ABQ
01081757,-2,397,LAS,SMF
01081758,43,359,HOU,JAN
01081759,10,444,RNO,PDX
01081759,7,177,BHM,BNA
01081800,-1,178,MCO,FLL
01081800,-10,1599,MSY,SAN
01081800,-10,646,PHX,OAK
01081800,-11,1136,LIT,PHX
01081800,-2,239,HOU,DAL
01081800,-2,303,MSY,HOU
01081800,-2,370,PHX,LAX
01081800,-4,189,DAL,AUS
01081800,-4,443,RDU,BNA
01081800,-4,479,SMF,PDX
01081800,-6,337,OAK,LAX
01081800,-6,370,LAX,PHX
01081800,-7,688,IND,JAX
01081800,-9,405,MDW,MCI
01081800,0,325,PHX,ONT
01081800,0,367,SAN,TUS
01081800,0,562,ELP,DAL
01081800,10,223,BUR,LAS
01081800,17,236,LAX,LAS
01081800,5,239,DAL,HOU
01081800,5,337,LAX,OAK
01081800,5,407,OAK,LAS
01081803,2,325,BUR,OAK
01081803,33,361,ONT,OAK
01081804,29,765,MDW,ISP
01081805,-10,229,DTW,MDW
01081805,-2,294,AUS,MAF
01081805,-3,321,ABQ,TUS
01081805,-8,605,SMF,SEA
01081805,0,325,OAK,BUR
01081805,0,446,OAK,SAN
01081805,11,601,RNO,PHX
01081805,2,440,STL,DTW
01081805,25,714,LAX,ELP
01081808,17,369,BUR,PHX
01081808,3,308,LAX,SJC
01081809,0,1076,LAS,TUL
01081809,5,347,PHX,ELP
01081810,-13,256,PHX,LAS
01081810,-3,148,AUS,HOU
01081810,-3,148,HOU,AUS
01081810,-3,293,LBB,DAL
01081810,-32,1073,MCO,ALB
01081810,-5,324,AMA,DAL
01081810,-5,333,ONT,SJC
01081810,-5,371,OAK,SNA
01081810,-7,1162,AUS,RDU
01081810,-8,447,SFO,SAN
01081810,0,108,PVD,ISP
01081810,0,777,BDL,MDW
01081810,1,314,CLE,BWI
01081810,3,192,HOU,SAT
01081810,9,271,MDW,SDF
01081812,25,872,AUS,PHX
01081813,5,321,MSY,BHM
01081815,-14,1037,OMA,PHX
01081815,-5,251,STL,MDW
01081815,-7,377,BWI,MHT
01081815,0,1506,PHX,SDF
01081815,0,181,OKC,DAL
01081815,12,507,PHX,SLC
01081815,14,673,MSY,FLL
01081815,2,162,MDW,IND
01081817,-5,417,SAN,SJC
01081817,27,928,AUS,TPA
01081817,35,180,RNO,OAK
01081817,5,197,LAS,ONT
01081817,50,491,MCI,BNA
01081820,-16,1235,HOU,LAS
01081820,-2,1363,LAX,MCI
01081820,-5,248,DAL,SAT
01081820,-5,289,LBB,ABQ
01081820,-5,369,PHX,BUR
01081820,-5,632,MDW,RDU
01081820,-7,181,DAL,OKC
01081820,0,189,AUS,DAL
01081820,0,293,DAL,LBB
01081820,0,612,TPA,BNA
01081820,2,447,SAN,SFO
01081820,4,187,CRP,HOU
01081820,5,192,SAT,HOU
01081824,23,446,SAN,OAK
01081824,42,256,LAS,PHX
01081824,7,325,ONT,PHX
01081825,-2,361,ONT,OAK
01081825,-3,1069,LAS,SAT
01081825,-6,335,RNO,BOI
01081825,-7,371,SNA,OAK
01081825,-7,666,HOU,MCI
01081825,0,1140,MCI,LAS
01081825,16,405,MCI,MDW
01081825,3,460,BHM,TPA
01081825,47,345,LAS,RNO
01081825,93,1093,FLL,ISP
01081826,-10,1448,BNA,PHX
01081828,42,588,BNA,BWI
01081829,89,236,LAX,LAS
01081830,-10,239,DAL,HOU
01081830,-12,1751,BNA,SAN
01081830,-12,972,SAT,TPA
01081830,-17,254,SDF,STL
01081830,-17,838,MHT,MDW
01081830,-2,337,OAK,LAX
01081830,-22,1442,MCI,SMF
01081830,-3,1959,BNA,OAK
01081830,-3,237,DAL,TUL
01081830,-3,407,LAS,OAK
01081830,-4,328,PHX,ABQ
01081830,-4,332,MAF,ABQ
01081830,-5,254,STL,SDF
01081830,-5,997,MDW,TPA
01081830,-6,611,MDW,BWI
01081830,-7,239,HOU,DAL
01081830,-7,569,PDX,SJC
01081830,0,220,ISP,BWI
01081830,0,233,SAT,HRL
01081830,0,570,BHM,MDW
01081830,2,670,HOU,BNA
01081830,22,484,BNA,JAX
01081830,4,296,DAL,LIT
01081830,96,495,SDF,BWI
01081831,15,437,MSY,DAL
01081832,49,325,ONT,PHX
01081835,-1,395,MDW,BNA
01081835,-15,671,SEA,OAK
01081835,-3,543,OAK,PDX
01081835,-4,217,DAL,IAH
01081835,0,1073,PVD,MCO
01081835,0,670,BNA,HOU
01081835,0,759,ABQ,HOU
01081835,13,689,SEA,SLC
01081835,4,197,ONT,LAS
01081837,8,370,LAX,PHX
01081838,60,255,RDU,BWI
01081840,-1,180,OAK,RNO
01081840,-10,842,TPA,BWI
01081840,-18,687,STL,HOU
01081840,-3,480,SMF,SAN
01081840,-5,236,LAX,LAS
01081840,-5,324,DAL,AMA
01081840,-5,345,LAS,RNO
01081840,0,258,SAN,LAS
01081840,0,328,ABQ,PHX
01081840,0,451,TUS,LAX
01081840,2,451,LAX,TUS
01081840,7,220,BWI,ISP
01081845,-10,237,STL,MCI
01081845,-31,1481,MCI,PDX
01081845,-4,1020,HOU,PHX
01081845,0,1140,LAS,MCI
01081845,0,342,OMA,STL
01081845,14,304,SAN,PHX
01081845,2,256,PHX,LAS
01081845,4,377,MHT,BWI
01081845,7,405,MCI,MDW
01081849,3,651,SFO,PHX
01081850,-2,422,SLC,RNO
01081850,-5,248,DAL,SAT
01081850,-5,907,BNA,PVD
01081850,-6,223,MCI,TUL
01081850,-7,872,PHX,AUS
01081850,0,187,HOU,CRP
01081850,0,852,BNA,BDL
01081850,13,550,MCO,MSY
01081850,15,328,PVD,BWI
01081850,2,335,BOI,RNO
01081850,5,590,SLC,LAX
01081850,8,303,HOU,MSY
01081852,14,448,CLE,BNA
01081853,0,440,DTW,STL
01081853,21,279,GEG,PDX
01081855,-10,296,LIT,STL
01081855,-10,296,SJC,BUR
01081855,-31,1999,BWI,PHX
01081855,-5,843,SAT,PHX
01081855,-8,223,ABQ,ELP
01081855,0,321,BHM,MSY
01081855,5,255,BWI,RDU
01081855,5,687,HOU,STL
01081855,7,304,PHX,SAN
01081856,14,417,SJC,SAN
01081900,-10,325,BUR,OAK
01081900,-10,370,LAX,PHX
01081900,-10,682,BHM,BWI
01081900,-13,1072,MCI,MCO
01081900,-15,1156,STL,SLC
01081900,-2,370,PHX,LAX
01081900,-3,239,DAL,HOU
01081900,-3,342,SJC,SNA
01081900,-5,325,ONT,PHX
01081900,-5,487,ABQ,LAS
01081900,-7,441,MAF,HOU
01081900,-7,471,MSY,BNA
01081900,-8,337,OAK,LAX
01081900,0,283,BWI,BDL
01081900,10,347,PHX,ELP
01081900,12,487,LAS,ABQ
01081900,27,283,BDL,BWI
01081900,7,239,HOU,DAL
01081900,8,192,HOU,SAT
01081900,8,347,ELP,PHX
01081900,8,448,BNA,CLE
01081905,-15,829,TPA,CMH
01081905,-2,251,STL,MDW
01081905,-2,296,BUR,SJC
01081905,-5,491,BNA,MCI
01081905,-7,493,ABQ,SLC
01081905,-8,562,DAL,ELP
01081905,-8,663,JAX,BWI
01081905,0,233,HRL,SAT
01081905,0,307,MDW,CLE
01081905,0,361,OAK,ONT
01081905,20,889,ABQ,OAK
01081905,4,337,LAX,OAK
01081905,40,308,SJC,LAX
01081905,8,405,MCI,MDW
01081908,5,223,LAS,BUR
01081910,-4,443,BNA,RDU
01081910,0,998,BWI,MSY
01081910,2,162,IND,MDW
01081913,0,444,PDX,RNO
01081913,26,888,JAN,BWI
01081915,-10,803,ISP,BNA
01081915,-2,189,AUS,DAL
01081915,-2,390,RNO,LAX
01081915,-6,237,MCI,STL
01081915,0,1236,MCI,MHT
01081915,0,148,AUS,HOU
01081915,26,236,LAS,LAX
01081915,85,386,LAS,SJC
01081915,9,288,ALB,BWI
01081917,25,358,SMF,BUR
01081917,7,373,SMF,LAX
01081919,0,303,MSY,HOU
01081920,-11,237,TUL,DAL
01081920,-16,993,AUS,MCO
01081920,-2,588,SLC,OAK
01081920,-3,319,DAL,MAF
01081920,-5,236,LAX,LAS
01081920,-5,389,ONT,SMF
01081920,-5,496,SAT,ELP
01081920,-7,1246,BWI,HOU
01081920,-7,276,HOU,HRL
01081920,-8,1262,STL,PHX
01081920,0,271,MDW,SDF
01081920,0,358,BUR,SMF
01081920,0,368,SLC,LAS
01081920,1,389,SMF,ONT
01081920,14,328,PVD,BWI
01081923,48,925,FLL,BWI
01081925,-2,528,ELP,AUS
01081925,-5,181,OKC,DAL
01081925,-5,294,MAF,AUS
01081925,-6,437,DAL,MSY
01081925,-7,446,OAK,SAN
01081925,-7,687,HOU,STL
01081925,-8,308,LAX,SJC
01081925,0,223,BUR,LAS
01081925,0,419,HOU,OKC
01081925,0,580,DAL,ABQ
01081925,0,838,MDW,MHT
01081925,19,251,MDW,STL
01081925,2,677,ABQ,LAX
01081925,40,480,SAN,SMF
01081925,7,180,OAK,RNO
01081926,1,1501,LAS,MSY
01081927,15,178,FLL,MCO
01081927,7,417,SAN,SJC
01081929,1,258,LAS,SAN
01081930,-1,239,HOU,DAL
01081930,-1,395,BNA,MDW
01081930,-11,588,BWI,BNA
01081930,-16,405,MDW,MCI
01081930,-2,323,BHM,SDF
01081930,-2,371,OAK,SNA
01081930,-3,197,FLL,TPA
01081930,0,239,DAL,HOU
01081930,0,337,OAK,LAX
01081930,0,967,MCI,BWI
01081930,12,370,LAX,PHX
01081930,13,304,SAN,PHX
01081930,2,793,BNA,FLL
01081930,28,889,OAK,ABQ
01081930,5,293,LBB,DAL
01081934,-7,543,PDX,OAK
01081934,0,189,DAL,AUS
01081935,-10,373,LAX,SMF
01081935,-11,377,BWI,MHT
01081935,-18,628,ABQ,SAN
01081935,-2,248,SAT,DAL
01081935,-2,358,SMF,BUR
01081935,-3,647,PHX,SMF
01081935,-4,313,OKC,MCI
01081935,-7,256,PHX,LAS
01081935,-8,248,DAL,SAT
01081935,0,365,TUS,LAS
01081935,25,611,BWI,MDW
01081935,5,361,OAK,ONT
01081935,56,229,STL,IND
01081935,8,570,HOU,BHM
01081939,-1,296,SJC,BUR
01081939,12,1090,LAS,AUS
01081940,-1,293,LBB,DAL
01081940,-15,697,SJC,SEA
01081940,-31,1814,IND,LAX
01081940,-5,605,SEA,SMF
01081940,-5,651,PHX,SFO
01081940,0,296,LIT,DAL
01081940,0,347,PHX,ELP
01081940,5,758,LAS,AMA
01081943,36,325,OAK,BUR
01081944,77,1591,LAS,IND
01081945,-15,495,BWI,SDF
01081945,-2,587,RDU,TPA
01081945,-5,276,HRL,HOU
01081945,-5,351,STL,TUL
01081945,0,258,SAN,LAS
01081945,0,444,RNO,PDX
01081945,4,777,MDW,BDL
01081945,9,1444,PHX,MDW
01081948,48,345,RNO,LAS
01081949,7,284,CMH,MDW
01081950,-1,937,HOU,MDW
01081950,-24,1363,MCI,LAX
01081950,-5,318,JAX,FLL
01081950,-6,935,TUL,PHX
01081950,-7,718,ABQ,MCI
01081950,0,180,RNO,OAK
01081950,0,217,IAH,DAL
01081950,0,333,SJC,ONT
01081950,10,177,BNA,BHM
01081950,2,479,PDX,SMF
01081950,23,256,LAS,PHX
01081950,5,342,SNA,SJC
01081953,-4,487,CLE,STL
01081953,3,1020,PHX,HOU
01081955,-12,407,LAS,OAK
01081955,-3,271,SDF,MDW
01081955,-5,325,OAK,BUR
01081955,0,377,MHT,BWI
01081955,3,303,HOU,MSY
01081955,40,612,BNA,TPA
01081955,5,236,LAS,LAX
01081956,-7,546,SLC,GEG
01081958,-8,1166,FLL,MDW
01081959,10,344,PDX,BOI
01082000,-10,368,LAS,SLC
01082000,-11,515,IND,BWI
01082000,-12,453,TUL,HOU
01082000,-5,487,ABQ,LAS
01082000,-7,423,MDW,OMA
01082000,-7,446,SAN,OAK
01082000,0,236,LAX,LAS
01082000,0,256,LAS,PHX
01082000,0,337,LAX,OAK
